"   ","REFORMAT_JOB","UPDATE_JOB","PART_SUPPLIER_NUMBER","PART_SUPPLIER_COUNTRY_ABBR","PART_SUPPLIER_ABBR","JOB_PARM","FORMAT_PART_SUPPLIER_NUMBER","FORMAT_COUNTRY_ABBR","REVERSE_SUPER_JOB_PARM","PACKAGE_NAME_1","PACKAGE_NAME_2","PRICE_FACTOR","JOB_STATUS_INDICATOR","JOB_STEP_DESCRIPTION","REFORMAT_SHELL_NAME","REFORMAT_JOB_START_DATE","REFORMAT_JOB_END_DATE","UPDATE_SHELL_NAME","UPDATE_JOB_START_DATE","UPDATE_JOB_END_DATE","LAST_UPDATE_DATE","LAST_UPDATE_USER","PRICE_DECIMAL_COUNT","PRICE_ZERO_OK_FLAG","DUPLICATE_PARTS_EXPECTED_FLAG","REFORMAT_BUILDS_RTRANS_FLAG","OBSOLETE_JOB_FLAG","PREPROCESS_SCRIPT_NAME","VALIDATE_SUPERSESSIONS_FLAG","SOURCE_FILE_FREQUENCY","SOURCE_FILE_STATUS","REVERSE_SUPER_OLD_PRICE_IND","REVERSE_SUPER_OLD_SUPER_IND","REVERSE_SUPER_NEW_PRICE_IND","REVERSE_SUPER_BOTH_PRICE_IND","REVERSE_SUPER_NO_PRICE_IND","REVERSE_SUPER_RUN_IND","EFFECTIVE_DATE","REPLACEMENT_RUN_FLAG","RUN_TYPE_INDICATOR","NAGS_TYPE","LOOKUP_FORMAT_FLAG","HIST_SUPER_RECEIVED_FLAG","ASSEMBLY_SUPPLIED_FLAG","COMPONENT_SUPPLIED_FLAG","SUPER_SUPPLIED_FLAG","DISC_SUPPLIED_FLAG","PRICE_SUPPLIED_FLAG","ASSEMBLY_GENERATED_FLAG","ASSEMBLY_PROCESSED_FLAG","ASSEMBLY_NOTES","COMPONENT_GENERATED_FLAG","COMPONENT_PROCESSED_FLAG","COMPONENT_NOTES","SUPER_GENERATED_FLAG","SUPER_PROCESSED_FLAG","SUPER_NOTES","DISC_GENERATED_FLAG","DISC_PROCESSED_FLAG","DISC_NOTES","PRICE_GENERATED_FLAG","PRICE_PROCESSED_FLAG","PRICE_NOTES","DATA_SUPPLIED_BY","EFFECTIVE_DATE_SOURCE_NOTES","FILE_EXPECTED_DELIVERY_NOTES","ORIGINAL_FILE_DELIVERY","FILE_NOTIFICATION_NOTES","AB_REFORMAT_JOB_PATH","AB_UPDATE_JOB_PATH","EFFECTIVE_DATE_PATTERN","IS_ACTIVE_FROM_AUTOMATION_FLAG","PREPROCESSOR_JOB","REFORMAT_JOB_ITERATIONS","UPDATE_JOB_ITERATIONS","AB_PREPROCESSOR_JOB_PATH"
"24","mptr125","mptr126","042","US","SAA","zmpt126a","042","US","mpt126e","pkg_oem_ref_041","","0","C","mptr126  Supersession Validation Complete","mptr125.ksh","2/26/2024 9:37:49 AM","2/26/2024 9:40:01 AM","mptr126.ksh","2/27/2024 5:30:47 AM","2/27/2024 5:33:23 AM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","N","N","","N","1","","R","R","B","D","B","U","3/1/2024","N","O","N/A     ","N","N","Y","N","Y","Y","Y","N","Y","SUPERSEDED_DISCONTINUE_CODE of M indicates Multiple; however superseding parts are not provided.","N","N","","N","Y","SUPERSEDED_DISCONTINUE_CODE of S indicates Singular Supersession.","N","Y","SUPERSEDED_DISCONTINUE_CODE of D indicates Discontinued Part.","N","Y","SUPERSEDED_DISCONTINUE_CODE of blank indicates Active Part.","Orio North America Inc. (Suplr of Saab Orig Parts)","1st of next month","24th - 29th","EMAIL ATTACHMENT","Email notification from Admin Portal <postmaster@protech1inc.com> to production.control.oem.  Zipped file ranamed to PartsPriceUS.zpp.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_SAAB_reformatAndUpdate/oem_us_saab_reformat_mptr125","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_SAAB_reformatAndUpdate/oem_us_saab_update_mptr126","1st of next month","Y","","10","10",""
"25","mptr407","mptr408","224","CA","BMW","zmpt408a","024","US","mpt408e","pkg_oem_ref_017","","0","P","Step999R Reformat Job Complete","mptr407.ksh","5/27/2025 3:15:37 AM","5/27/2025 3:18:24 AM","mptr408.ksh","3/21/2024 1:07:09 AM","3/21/2024 1:11:24 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","7/1/2024","N","O","N/A     ","N","Y","N","N","Y","Y","Y","N","N","","N","N","","N","Y","","N","Y","","N","Y","","BMW Canada, Inc.","1st of next month","18th - 24th","EMAIL ATTACHMENT","Email notification from Message Manager <message.manager@bmwgroup.ca> to production.control.oem with zipped file attached.  Renamed to bmwca.prc.  NO effective date given.","/RDO/Jobs/Development/RACE/OEM_Reformats_Updates/OEM_CANADA_BMW_MOTORCYCLE_reformatAndUpdate/oem_canada_bmw_motorcycle_reformat_mptr407","/RDO/Jobs/Development/RACE/OEM_Reformats_Updates/OEM_CANADA_BMW_MOTORCYCLE_reformatAndUpdate/oem_canada_bmw_motorcycle_update_mptr408","1st of next month","Y","","10","10",""
"26","pptr170","pptr171","004","PR","CHR","zppt171a","004","US","","pkg_oem_ref_012","","0","C","pptr171  Supersession Validation Complete","pptr170.ksh","3/12/2024 9:33:24 AM","3/12/2024 9:45:27 AM","pptr171.ksh","3/13/2024 1:10:39 AM","3/13/2024 1:21:51 AM","9/16/2025 11:58:55 PM","RACE","0","N","Y","N","N","","N","1","","","","","","","","3/12/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","","N","Y","","ABC Infotech ","date of file arrival","week of PR extract","MITCHELL FTP SERVER","Separate email notification for each PR OEM file, and file delivery noted in RACEDataOps FTP Report.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates_PuertoRico/OEM_PR_CHRYSLER_reformatAndUpdate/oem_pr_chrysler_reformat_pptr170","/RDO/Jobs/Production/Race/OEM_Reformats_Updates_PuertoRico/OEM_PR_CHRYSLER_reformatAndUpdate/oem_pr_chrysler_update_pptr171","date of file arrival","Y","","10","10",""
"27","pptr085","pptr086","035","PR","MAZ","zppt086a","035","US","","pkg_oem_ref_012","","0","C","pptr086  Supersession Validation Complete","pptr085.ksh","3/7/2024 8:20:39 AM","3/7/2024 8:22:48 AM","pptr086.ksh","3/8/2024 1:47:13 AM","3/8/2024 1:49:20 AM","9/16/2025 11:58:55 PM","RACE","2","N","Y","N","N","","N","1","","","","","","","","3/7/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","","N","Y","","ABC Infotech ","date of file arrival","week of PR extract","MITCHELL FTP SERVER","Separate email notification for each PR OEM file, and file delivery noted in RACEDataOps FTP Report.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates_PuertoRico/OEM_PR_MAZDA_reformatAndUpdate/oem_pr_mazda_reformat_pptr085","/RDO/Jobs/Production/Race/OEM_Reformats_Updates_PuertoRico/OEM_PR_MAZDA_reformatAndUpdate/oem_pr_mazda_update_pptr086","date of file arrival","Y","","10","10",""
"28","pptr077","pptr078","079","PR","KIA","zppt078a","079","US","","pkg_oem_ref_012","","0","C","pptr078  Supersession Validation Complete","pptr077.ksh","3/7/2024 8:17:59 AM","3/7/2024 8:19:06 AM","pptr078.ksh","3/8/2024 1:46:09 AM","3/8/2024 1:47:10 AM","9/16/2025 11:58:55 PM","RACE","2","N","Y","N","N","","N","1","","","","","","","","3/7/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","","N","Y","","ABC Infotech ","date of file arrival","week of PR extract","MITCHELL FTP SERVER","Separate email notification for each PR OEM file, and file delivery noted in RACEDataOps FTP Report.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates_PuertoRico/OEM_PR_KIA_reformatAndUpdate/oem_pr_kia_reformat_pptr077","/RDO/Jobs/Production/Race/OEM_Reformats_Updates_PuertoRico/OEM_PR_KIA_reformatAndUpdate/oem_pr_kia_update_pptr078","date of file arrival","Y","","10","10",""
"29","mptr295","mptr296","291","US","YAM","zmpt296a","291","US","mpt296e","pkg_oem_ref_020","","0","A","Step010R oem_job_datafile_prep.ksh","mptr295.ksh","9/24/2024 4:01:00 AM","9/24/2024 4:01:01 AM","mptr296.ksh","3/26/2024 1:34:06 AM","3/26/2024 1:42:43 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","3/25/2024","N","O","N/A     ","N","Y","N","N","Y","Y","Y","N","N","","N","N","","N","Y","Status of + or S. Use part_number in description as new_part_number. It will change less frequently than final_superseding_part_number (end-of-chain);  thereby reducing creation of reverse supers.","N","Y","Status of >","N","Y","Status of blank (or > to price disc part)","Yamaha Motor Corporation, U.S.A.","Specified in email","Weekly","EMAIL ATTACHMENT","Email Notification from Adam Clay <adam_clay@yamaha-motor.com> sent to production.control.oem with zip file attached (PRICE_BOOK (5).Zip) that is renamed.","/RDO/Jobs/Development/RACE/OEM_Reformats_Updates/OEM_US_YAMAHA_MOTORCYCLES_reformatAndUpdate/oem_us_yamaha_motorcycles_reformat_ mptr295","/RDO/Jobs/Development/RACE/OEM_Reformats_Updates/OEM_US_YAMAHA_MOTORCYCLES_reformatAndUpdate/oem_us_yamaha_motorcycles_update_mptr296","1st of current month","Y","","10","10",""
"30","mptr200","mptr201","000","CA","NAG","zmpt201a","000","US","","pkg_oem_ref_019","","0","C","mptr201  Supersession Validation Complete","mptr200.ksh","1/8/2024 8:18:51 AM","1/8/2024 8:19:39 AM","mptr201.ksh","1/9/2024 12:42:29 AM","1/9/2024 12:43:15 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","4","","","","","","","","1/8/2024","N","O","DOM&IMP ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","","N","Y","","National Auto Glass Specifications, Inc.","1st of next month","","EMAIL ATTACHMENT","Email notification from NAGS team with attachment. Email also includes effective date. Files received 3x/year in Dec, Apr, Aug, (Effective Jan, May, Sep)","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_NAGS_reformatAndUpdate/oem_canada_nags_reformat_mptr200","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_NAGS_reformatAndUpdate/oem_canada_nags_update_mptr201","1st of next month","Y","","10","10",""
"31","mptr575","mptr576","079","CA","KIA","zmpt576a","079","US","mpt576e","pkg_oem_ref_022","","0","A","Step300R mptz021 Transaction Split Processing","mptr575.ksh","3/27/2024 6:21:40 AM","3/27/2024 6:24:35 AM","mptr576.ksh","3/12/2024 1:51:23 AM","3/12/2024 1:51:24 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","3/1/2024","N","O","N/A     ","N","N","N","N","Y","N","N","N","Y","","N","N","","N","Y","","N","N","","N","Y","","Kia Canada Inc.","1st of current month","1st - 6th","EMAIL ATTACHMENT","Email notification from Kate Baik <kbaik@kia.ca> to production.ccontrol.oem.  Zip file attached (ie. MEFYYYYMMDD.zip) renamed to be kiaca.prc. Effective date Month, Day, Year provided.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_KIA_reformatAndUpdate/oem_canada_kia_reformat_mptr575A","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_KIA_reformatAndUpdate/oem_canada_kia_update_mptr576","1st of next month","Y","","10","10",""
"32","mptr155","mptr156","046","US","VW","zmpt156a","046","US","","pkg_oem_ref_023","","0","C","mptr156  Supersession Validation Complete","mptr155.ksh","3/31/2025 10:29:32 AM","3/31/2025 10:30:10 AM","mptr156.ksh","3/31/2025 10:46:15 AM","3/31/2025 10:54:54 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","Y","N","","N","1","","","","","","","","1/1/2025","N","O","N/A     ","N","N","Y","N","Y","Y","Y","N","Y","","N","N","","N","Y","","N","Y","","N","Y","","Volkswagen of America, Inc.","1st of next month","21st - 28th","EXTERNAL FTP SERVER","Email Notification  from Furno, Alex <Alex.Furno@vw.com> sent to production.control.oem that fle is placed on thier FTP server.  Effective Date (Month, Day, Year) are noted in email.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_VOLKSWAGEN_reformatAndUpdate/oem_us_volkswagen_reformat_mptr155","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_VOLKSWAGEN_reformatAndUpdate/oem_us_volkswagen_update_mptr156","1st of next month","Y","","10","10",""
"33","mptr480","mptr481","040","CA","POR","zmpt481a","040","US","mpt481e","pkg_oem_ref_028","","0","C","mptr481  Supersession Validation Complete","mptr480.ksh","3/28/2024 9:28:11 AM","3/28/2024 9:36:13 AM","mptr481.ksh","3/29/2024 2:44:22 AM","3/29/2024 2:53:26 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","Y","Y","N","Y","Y","Y","N","Y","","N","N","","N","Y","","N","Y","","N","Y","","Porsche Cars North America,Inc.","1st of next month","24th - 29th","EMAIL ATTACHMENT","Email notification from Simms, Anthony (PCL-AP) <anthony.simms@porsche.ca> to production.control oem with month year effective date and zip file named like CADRETAIL*.zip attached and renamed.  NOTE: 2 emails arrive but only need attached file named above.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_PORSCHE_reformatAndUpdate/oem_canada_porsche_reformat_mptr480","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_PORSCHE_reformatAndUpdate/oem_canada_porsche_update_mptr481","1st of next month","Y","","10","10",""
"34","mptr140","mptr141","059","US","SUZ","zmpt141a","059","US","mpt141e","pkg_oem_ref_031","","0","C","mptr141  Supersession Validation Complete","mptr140.ksh","3/4/2024 7:58:11 AM","3/4/2024 7:59:57 AM","mptr141.ksh","3/5/2024 1:21:07 AM","3/5/2024 1:23:17 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","3/1/2024","N","O","N/A     ","N","Y","N","N","Y","Y","Y","N","N","","N","N","","N","Y","","N","Y","","N","Y","","American Suzuki Motor Corp.","1st of current month","1st - 3rd","OEM WEBSITE","No notification, just check site. ","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_SUZUKI_reformatAndUpdate/oem_us_suzuki_reformat_ mptr140","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_SUZUKI_reformatAndUpdate/oem_us_suzuki_update_mptr141","1st of next month","Y","","10","10",""
"35","vptr065","vptr066","060","VE","HYU","zvpt066a","060","US","","OBSOLETE","","1.55","","Converted to PL/SQL","vptr065.ksh","","","vptr066.ksh","","","9/16/2025 11:58:55 PM","RACE","4","Y","Y","Y","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"36","mptr710","mptr711","042","CA","SAA","zmpt711a","042","CA","","pkg_oem_ref_044_xref","","0","R","Step570 Save files","mptr710.ksh","10/23/2009 2:29:27 PM","10/23/2009 2:34:32 PM","mptr711.ksh","11/6/2009 2:16:38 PM","","9/16/2025 11:58:55 PM","RACE","2","Y","N","Y","Y","oem_ref_mptr710_saa_gmc_xref_drop_recs.ksh","N","1","","","","","","","","11/5/2009","N","S","SUPLMNTL","N","N","N","N","Y","N","N","N","N","","N","N","","N","Y","","N","N","","N","N","","","","","","","","","1st Monday of the next month","","","","",""
"37","mptr149","mptr149","047","US","VOL","","047","US","","Special for Production Control","","0","A","Special Job - PC runs to verify source files are on external FTP Site","mptr149.ksh","","11/17/2020 1:38:51 PM","","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","P","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","Volvo Cars of North America","1st of next month","22nd - 24th","","","","","","","","","",""
"38","vptr095","vptr096","057","VE","MIT","","057","VE","vpt096e","OBSOLETE","","1","","","vptr095.ksh","","","vptr096.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"39","mptr900","mptr900","999","US","REQ","","999","US","","Special for Production Control","","0","","OEM Source File Tracking and Notification Job","","","","","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","P","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"40","mptr260","mptr261","232","US","HON","zmpt261a","032","US","mpt261e","pkg_oem_ref_006","","0","C","mptr261  Supersession Validation Complete","mptr260.ksh","3/21/2024 7:13:43 AM","3/21/2024 7:19:11 AM","mptr261.ksh","3/22/2024 1:07:17 AM","3/22/2024 1:13:10 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","Y","Y","N","Y","Y","Y","N","Y","","N","N","","N","Y","","N","Y","","N","Y","","American Honda Motor Co., Inc.","1st of next month","21st - 23rd","OEM WEBSITE","No notification","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_HONDA_MOTORCYCLES_reformatAndUpdate/oem_us_honda_motorcycles_reformat_mptr260","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_HONDA_MOTORCYCLES_reformatAndUpdate/oem_us_honda_motorcycles_update_mptr261","1st of next month","Y","","10","10",""
"41","mptr580","mptr581","057","CA","MIT","zmpt581a","057","US","mpt581e","pkg_oem_ref_024","","0","C","mptr581  Supersession Validation Complete","mptr580.ksh","8/2/2024 11:44:30 AM","8/2/2024 11:44:46 AM","mptr581.ksh","8/2/2024 11:47:47 AM","8/2/2024 11:50:34 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","8/1/2024","N","O","N/A     ","N","Y","Y","N","Y","N","Y","N","Y","","N","N","","N","Y","","N","N","Mitsubishi drops the part from their file once it has become discontinued. Mitchell discontinues any part that has not priced within X-months; where X-months = file frequency + 1.","N","Y","","Mitsubishi Motor Sales of Canada","1st of current month","1st - 8th","EXTERNAL FTP SERVER","Email sent from Thambinayagam Ladis <ladis.thambinayagam@na.mitsubishi-motors.com> to production.control.oem that file is ready to pull","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_MITSUBISHI_reformatAndUpdate/oem_canada_mitsubishi_reformat_mptr580","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_MITSUBISHI_reformatAndUpdate/oem_canada_mitsubishi_update_mptr581","1st of next month","Y","","10","10",""
"42","mptr950","mptr950","999","US","REQ","","999","US","","Special On-Request","","0","","OEM Specfix","","","","","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","Not Applicable. Fix Job.","","SPEC FIX SETUP","","","","","","","","",""
"43","mptr610","mptr611","412","CA","MERC","zmpt611a","412","US","mpt611e","pkg_oem_ref_046","","0","C","mptr611  Supersession Validation Complete","mptr610.ksh","11/22/2013 8:23:48 AM","11/22/2013 8:28:50 AM","mptr611.ksh","11/22/2013 11:51:41 PM","11/22/2013 11:57:36 PM","9/16/2025 11:58:55 PM","RACE","0","Y","N","N","Y","","N","999","","R","R","B","D","B","U","11/22/2013","N","O","N/A     ","N","Y","N","N","Y","Y","Y","N","N","","N","N","","N","Y","","N","Y","","N","Y","","Mercury Marine - Products and Services","","","","","","","","","","","",""
"44","mptr415","mptr416","030","CA","NIS","zmpt416a","030","US","mpt416e","pkg_oem_ref_030","","0","C","mptr416  Supersession Validation Complete","mptr415.ksh","3/22/2024 6:24:21 AM","3/22/2024 6:33:05 AM","mptr416.ksh","3/23/2024 1:08:49 AM","3/23/2024 1:15:15 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","2/26/2024","N","O","N/A     ","N","N","Y","N","Y","N","Y","N","Y","","N","N","","N","Y","","N","N","","N","Y","","Nissan Canada Inc.","As Per published Calendar","21st - 23rd","MITCHELL FTP SERVER","Email auto-generated notification from CA7 <CA7@NAC1NJE.NDC.NNA> referencing ""NCI"" (Nissan Canada Inc.) file uploaded to our FTP site; therefore should appear on RACEDataOps FTP Report.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_NISSAN_reformatAndUpdate/oem_canada_nissan_reformat_mptr415","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_NISSAN_reformatAndUpdate/oem_canada_nissan_update_mptr416","As Per published Calendar","Y","","10","10",""
"45","mptr115","mptr116","040","US","POR","zmpt116a","040","US","mpt116e","pkg_oem_ref_028","","0","C","mptr116  Supersession Validation Complete","mptr115.ksh","3/22/2024 10:20:31 AM","3/22/2024 10:27:59 AM","mptr116.ksh","3/23/2024 1:29:11 AM","3/23/2024 1:36:43 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","Y","Y","N","Y","Y","Y","N","Y","","N","N","","N","Y","","N","Y","","N","Y","","Porsche Cars North America,Inc.","1st of next month","24th - 29th","EMAIL ATTACHMENT","Email notification from Osborne, Amanda (PCNA-A) <amanda.osborne@porsche.us> to production.control.oem with month year effective date and data zip file named like USDRETAIL*.zip and renamed.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_PORSCHE_reformatAndUpdate/oem_us_porsche_reformat_mptr115","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_PORSCHE_reformatAndUpdate/oem_us_porsche_update_mptr116","1st of next month","Y","","10","10",""
"46","mptr025","mptr026","023","US","JAG","zmpt026a","023","US","mpt026e","pkg_oem_ref_038","","0","C","mptr026  Supersession Validation Complete","mptr025.ksh","3/27/2024 8:46:07 AM","3/27/2024 8:48:47 AM","mptr026.ksh","3/28/2024 2:09:49 AM","3/28/2024 2:13:20 AM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","N","N","","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","N","Y","N","Y","N","Y","N","Y","","N","N","","N","Y","","N","N","D-trans used to be created from Part_Status = E. As of 2019/02, they no longer send.","N","Y","","Jaguar Land Rover North America, LLC","1st of next month","22nd - 28th","OEM WEBSITE","Email notification sent from JLR JLRDSSG <jlrdssg@jaguarlandrover.com> to production.control.oem with efeective Month and to download file from their website.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_JAGUAR_reformatAndUpdate/oem_us_jaguar_reformat_mptr025","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_JAGUAR_reformatAndUpdate/oem_us_jaguar_update_mptr026","1st of next month","Y","","10","10",""
"47","mptr175","mptr176","079","US","KIA","zmpt176a","079","US","mpt176e","pkg_oem_ref_043","","0","C","mptr176  Supersession Validation Complete","mptr175.ksh","3/27/2024 6:38:43 AM","3/27/2024 6:44:43 AM","mptr176.ksh","3/28/2024 1:50:01 AM","3/28/2024 1:55:24 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","N","N","N","Y","N","N","N","Y","","N","N","","N","Y","","N","N","","N","Y","","Kia Motors America, Inc.","1st of next month","22nd - 27th","EXTERNAL FTP SERVER","Email notification sent from Moily, Vandana [KUS] <VMoily@Kiausa.com> to production.contorl.oem with effective Month and Year. Filename like DMDMONTHLY04_1_22.ZIP and is on their FTP server. The job connects and pulls their file.  Must run 2 days before the end of the month.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_KIA_reformatAndUpdate/oem_us_kia_reformat_mptr175","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_KIA_reformatAndUpdate/oem_us_kia_reformat_mptr175","1st of next month","Y","","10","10",""
"48","mptr060","mptr061","032","US","HON","zmpt061a","032","US","mpt061e","pkg_oem_ref_006","","0","C","mptr061  Supersession Validation Complete","mptr060.ksh","3/21/2024 7:04:24 AM","3/21/2024 7:12:06 AM","mptr061.ksh","3/22/2024 12:57:30 AM","3/22/2024 1:07:15 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","Y","Y","N","Y","Y","Y","N","Y","","N","N","","N","Y","","N","Y","","N","Y","","American Honda Motor Co., Inc.","1st of next month","21st - 23rd","OEM WEBSITE","No notification","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_HONDA_reformatAndUpdate/oem_us_honda_reformat_mptr060","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_HONDA_reformatAndUpdate/oem_us_honda_update_mptr061","1st of next month","Y","","10","10",""
"49","mptr289","mptr289","290","US","KAW","","290","US","","Pickup QTRLY for Editorial use","","0","R","Step020R oem_ref_mptr289_ftp_kaw_source_file","","5/25/2021 2:55:21 PM","","","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","4","","","","","","","","","N","O","QTRLY","N","N","N","N","Y","Y","Y","N","N","","N","N","","N","N","Singulars Only","N","N","","N","N","","Kawasaki Motorcycles","date of file arrival","","OEM WEBSITE","Email notification.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_KAWASAKI_MOTORCYCLE_QUARTERLY_reformatsAndUpdates/oem_us_kawasaki_motorcycle_ftp_quarterly_mptr289","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_KAWASAKI_MOTORCYCLE_QUARTERLY_reformatsAndUpdates/oem_us_kawasaki_motorcycle_ftp_quarterly_mptr289","1st of next month","Y","","10","10",""
"50","mptr465","mptr466","014","CA","FIAC","zmpt466a","014","US","","pkg_oem_ref_032","","0","C","mptr466  Supersession Validation Complete","mptr465.ksh","3/25/2024 11:08:16 AM","3/25/2024 11:08:16 AM","mptr466.ksh","3/26/2024 2:10:46 AM","3/26/2024 2:12:42 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","Y","N","","N","1","","","","","","","","4/1/2024","N","O","N/A     ","N","Y","Y","Y","Y","Y","Y","N","Y","","N","Y","","N","Y","","N","Y","","N","Y","","US Chrysler Corporation","1st of next month","23rd - 25th","MITCHELL FTP SERVER","Email notification from CHRYSLER.PARTS.PRICING@CHRYSLER.COM with effective date from Chrysler.  Separate email for US and Canada. (MX included with US.) Suggested procedure is to wait for both emails and then process all six files at same time for ALFC, CHR, and FIAC.  File was at EBMX but as of 4/2022 they are FTPing file to Mitchell. Email  subject like ""CANADIAN PRICE BOOK EFFECTIVE:2022-04-01"". Suggested procedure is to wait for both emails and then process all six files at same time.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_FIAT_reformatAndUpdate/oem_canada_fiat_reformat_mptr465","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_FIAT_reformatAndUpdate/oem_canada_fiat_update_mptr466","1st of next month","Y","","10","10",""
